Duration of flow,no of packets,no of bytes,pair flows,growth of single flows,growth of different ports,Label
2.990825461505217,0.003469778354016176,0.14573069086867937,0,4363.502058828736,0.16164112090493557,1
3.259488519128476,0.001930830825146232,0.08109489465614174,0,4424.177617717325,0.12562262529721518,1
3.244740401232249,0.0032402885265609737,0.1360921181155609,0,3552.3931731447005,0.10009372905021134,1
3.4911136720592455,0.009486854069719382,0.4559038769188876,0,4757.616762531487,0.06940258730771963,1
3.4864249201626176,0.1148677369780597,5.0673685816739145,0,3294.1058849617425,0.10771035820428808,1
3.596047207060736,0.007054929741028917,0.5182324933224944,0,5571.678529599533,0.12132037211704942,1
3.8362344775229107,0.03059758147605878,2.520280895829944,0,2305.757161289611,0.09377571015493781,1
3.0605891775193257,0.043370011839264574,3.5385124312278013,0,2602.694811801369,0.13594408446625994,1
3.3987093196975064,0.03813513638393889,3.2430267839265636,0,2707.644733557466,0.12510872519402402,1
3.2625102393738055,0.04275962501137708,3.88054974060253,0,2401.6518585324275,0.1311541926931334,1
3.1220333944408662,0.047217955705296535,4.009545987547276,0,2296.3027831250633,0.1137741060855702,1
3.2415080470442588,0.05062287217579697,4.66639585267719,0,1984.4903674457705,0.11516309003283255,1
3.342604358980507,0.06531277723163978,6.07974680509267,0,1775.079980785542,0.12768216228346863,1
3.3629565217391306,0.08263768115942029,7.7040579710144925,0,1683.6127023666486,0.14640110455362162,1
3.3531392493861802,0.10203437390389337,9.634023149772009,0,1626.6484889891738,0.17116609845554265,1
3.1971166892808682,0.1003392130257802,9.591994572591588,0,1737.6597566134017,0.17683104714519013,1
2.9238008134973166,0.07485138029796144,7.129220919877735,0,1937.7633076501422,0.1399140755000223,1
3.330396127630149,0.06632421219006224,6.218749382594092,0,1909.3209012662262,0.11316729633110102,1
3.3014052277994543,0.1032651744066653,9.681344794203069,0,1348.6617956284117,0.11869584847259175,1
3.3411764705882354,0.0949636483807006,8.988129543952413,0,1903.4395484416664,0.15096678507138134,1
3.251621015260965,0.09166440669608737,8.691797539508395,0,1774.014962463079,0.13121088946005366,1
3.6766467065868262,0.138414080929051,13.200798403193613,0,1401.201978975432,0.15255329112416244,1
3.0325986130129423,0.1709439462873802,16.418569724811167,0,1485.4325034927,0.19684162332603472,1
3.208891199792019,0.17175787512457213,16.533818622990598,0,1451.5691949793638,0.18868701351610084,1
3.1186513183479816,0.15824064711830133,15.237535972621918,0,1614.4609015667193,0.1883558646923916,1
3.120561473590768,0.11620616955170883,11.186251664447404,0,2016.2794657874476,0.16779955607418837,1
3.218761993530347,0.11872909698996656,11.408246066122047,0,1836.120170725293,0.1510050033493031,1
3.4603391079985255,0.16417250276446738,15.773092517508294,0,1450.2666533014617,0.16036859417266439,1
3.294873487348735,0.19903190319031902,19.1995599559956,0,1574.0482505261755,0.2077951485843136,1
3.151828786948513,0.20147355495132005,19.51600736777476,0,1493.7318099219656,0.19652642004060597,1
3.090318106960215,0.20351911242090664,19.71916442749415,0,1580.8496492599745,0.20553648902573993,1
